@relation KI_Test_sarcasm-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V

@attribute chars numeric
@attribute UPPERCASE numeric
@attribute LOWERCASE numeric
@attribute dot numeric
@attribute comma numeric
@attribute '?' numeric
@attribute ! numeric
@attribute '\'' numeric
@attribute ` numeric
@attribute amount_adjective.txt numeric
@attribute amount_adverb.txt numeric
@attribute amount_article.txt numeric
@attribute amount_comparative.txt numeric
@attribute amount_conjunction.txt numeric
@attribute amount_interjection.txt numeric
@attribute amount_nouns.txt numeric
@attribute amount_numeral.txt numeric
@attribute amount_superlative.txt numeric
@attribute amount_verbs.txt numeric
@attribute profanity_prob.txt numeric
@attribute class {ironisch,normal}

@data
3611,170,2559,46,29,2,3,16,0,45,50,73,4,27,1,160,11,1,125,0.01354,ironisch
572,14,432,7,1,0,0,0,0,7,1,14,1,2,0,23,2,0,21,0.123852,normal
1605,41,1186,21,7,0,0,4,2,21,24,42,2,11,0,74,2,1,50,0.008431,normal
425,8,321,4,2,0,0,0,0,4,4,5,1,3,0,21,1,0,18,0.013941,normal
409,9,302,7,0,0,0,0,0,6,9,4,0,1,0,20,1,0,15,0.231314,ironisch
701,18,507,13,2,0,1,8,0,13,13,18,0,3,0,29,1,0,29,0.001627,normal
21006,487,15596,180,188,6,1,101,0,351,289,406,15,135,3,883,44,12,608,0.001143,normal
419,7,331,4,1,0,0,0,0,4,6,7,0,0,0,17,2,0,12,0.005538,normal
256,3,190,3,2,0,0,0,0,3,0,5,1,2,0,13,1,0,8,0.01981,normal
900,29,636,7,8,6,1,4,0,16,13,16,2,3,0,37,4,0,30,0.032137,normal
767,14,565,7,10,1,1,5,0,12,15,13,0,7,0,24,1,0,29,0.006722,normal
1493,40,1130,18,13,0,1,7,4,26,19,20,0,13,0,73,0,1,33,0.005568,normal
787,15,577,10,8,0,0,1,0,15,10,22,0,6,0,38,3,1,22,0.045256,normal
859,96,528,8,3,0,13,11,2,10,11,13,0,8,0,31,1,0,38,0.375299,normal
988,43,708,10,5,0,2,8,6,8,8,20,1,2,0,50,1,2,36,0.011275,normal
1528,139,960,49,17,9,9,2,2,34,6,26,0,12,0,76,4,2,39,0.951712,ironisch
195,2,146,2,2,0,0,1,0,1,5,4,0,3,0,8,0,0,6,0.008507,ironisch
1842,36,1374,16,9,0,0,5,2,37,20,44,2,10,0,69,3,1,50,0.005874,normal
1088,54,716,29,6,6,0,22,16,11,8,18,0,7,1,59,2,1,31,0.210412,ironisch
148,4,106,3,1,0,0,0,0,5,1,4,0,3,0,7,0,1,3,0.016264,normal
269,5,190,17,1,0,0,0,0,3,7,4,0,2,0,9,0,0,16,0.011441,normal
843,19,630,7,5,0,0,0,0,10,9,20,0,5,0,39,3,2,25,0.034303,normal
2406,118,1611,38,32,5,2,19,12,25,31,30,0,12,2,102,25,0,88,0.085635,ironisch
1218,50,882,19,2,0,0,1,0,20,12,25,1,8,1,53,4,0,45,0.002344,normal
536,11,394,8,5,0,0,0,0,8,8,8,0,1,0,22,5,0,16,0.009339,normal
731,6,566,5,2,0,0,3,2,7,6,18,0,2,0,28,0,0,34,0.004311,ironisch
1518,37,1090,17,12,6,3,15,6,18,16,26,0,10,1,63,1,0,56,0.311187,ironisch
195,5,138,3,0,0,0,3,2,3,2,4,1,1,0,6,1,1,9,0.023573,normal
595,14,445,5,3,0,0,1,0,3,5,10,0,8,0,22,2,0,24,0.057992,normal
4034,85,2928,57,30,2,1,35,0,64,66,86,4,25,0,159,12,3,145,0.102574,normal
132,2,101,2,0,0,0,0,0,2,1,4,0,0,0,6,0,0,6,0.269082,normal
153,5,112,3,0,0,0,1,0,2,4,3,0,1,0,7,0,0,4,0.039206,normal
570,31,405,9,3,0,2,2,0,14,12,12,0,7,0,28,1,0,16,0.019852,normal
1158,74,778,13,12,0,0,8,0,10,16,22,1,7,0,54,2,0,44,0.01017,normal
5183,205,3697,12,32,0,2,36,18,103,55,78,7,28,0,257,46,2,147,0.014942,normal
961,48,657,13,4,0,6,8,2,13,11,14,0,11,0,43,4,1,36,0.103004,normal
918,61,634,7,4,0,1,3,0,18,6,20,1,8,0,55,1,3,18,0.014128,normal
3385,97,2486,30,25,0,2,22,4,30,32,95,2,16,1,168,7,4,103,0.00756,normal
378,8,286,6,0,0,0,1,0,3,4,9,0,4,0,15,0,0,15,0.006087,normal
525,27,381,5,1,0,2,2,0,7,5,8,0,4,0,25,1,1,17,0.027001,normal
303,10,213,6,0,1,1,2,0,4,5,3,0,1,1,15,0,0,9,0.091681,ironisch
4588,100,3384,32,35,4,2,34,14,87,64,65,0,31,0,156,5,5,148,0.091001,ironisch
8979,171,6651,101,79,0,0,29,0,118,102,162,4,67,0,385,23,3,290,0.0431,normal
227,5,168,3,1,0,0,0,0,4,1,7,1,1,0,11,1,0,5,0.034286,normal
1016,21,799,6,5,0,0,4,0,19,7,21,0,4,0,49,0,0,26,0.006553,normal
1046,26,780,13,5,0,1,2,0,18,17,22,0,8,0,31,0,0,39,0.056852,normal
3542,68,2612,25,36,0,0,22,4,45,57,77,3,31,0,144,13,3,118,0.004612,normal
1014,19,754,6,17,0,0,0,0,10,6,21,3,16,0,61,1,0,21,0.13554,normal
179,4,136,3,0,0,0,0,0,3,2,5,0,2,0,8,0,0,7,0.094467,normal
8835,383,6414,72,97,0,0,23,20,129,50,190,2,37,1,506,17,1,200,0.000475,normal
524,10,386,6,4,0,0,0,0,9,6,6,0,4,0,25,3,0,20,0.007659,ironisch
411,12,306,9,0,0,0,0,0,8,8,6,1,5,0,19,1,0,14,0.029979,normal
1676,30,1269,19,16,0,0,1,0,23,19,24,0,12,0,83,0,0,63,0.074162,ironisch
5658,131,4343,37,53,1,0,16,0,80,68,87,4,33,0,251,5,3,158,0.00611,normal
322,11,232,3,5,0,1,2,2,4,6,6,1,3,0,15,0,0,11,0.018017,normal
283,11,203,5,0,0,0,0,0,5,1,7,0,2,0,12,0,0,11,0.011523,normal
175,3,124,3,0,0,0,3,0,3,4,5,0,0,0,5,0,0,8,0.021221,normal
352,31,225,4,3,0,3,3,0,4,4,9,0,1,0,20,1,0,13,0.004015,ironisch
1186,22,898,12,6,0,1,6,0,22,16,22,2,5,0,49,4,0,36,0.065852,normal
275,4,204,2,5,0,0,1,0,8,3,6,1,5,0,10,0,1,6,0.022908,ironisch
1409,41,1078,14,13,0,0,5,0,28,13,26,0,11,0,73,2,0,32,0.005575,normal
1016,18,750,6,5,1,1,5,0,8,13,26,1,5,0,48,2,0,37,0.009767,normal
559,15,409,11,1,0,0,1,0,9,5,15,0,4,0,26,0,0,18,0.006045,normal
1861,36,1381,10,16,0,2,10,0,38,21,30,2,15,0,75,1,3,58,0.180327,ironisch
471,7,336,5,8,0,0,3,0,4,14,8,1,3,0,13,2,0,19,0.085257,ironisch
1121,34,837,15,4,0,2,7,2,18,11,18,0,1,0,48,1,0,36,0.107119,ironisch
530,33,359,4,2,0,0,2,0,3,4,14,0,4,0,32,4,0,9,0.030111,normal
2860,152,2009,27,36,3,0,20,6,50,45,56,5,23,4,123,5,1,72,0.036742,ironisch
330,232,12,3,0,0,7,0,0,1,0,0,0,0,0,54,0,0,4,0.246524,ironisch
824,20,610,15,3,0,1,3,2,10,7,15,0,11,0,43,1,1,20,0.018861,normal
7293,129,5553,55,22,1,5,25,0,129,118,143,3,54,0,295,16,10,213,0.048464,ironisch
672,16,499,6,3,0,3,0,0,13,10,11,0,8,0,28,1,0,20,0.006434,normal
2194,42,1648,16,17,0,1,30,16,52,19,43,0,14,0,89,0,2,57,0.000186,normal
2024,81,1471,23,2,0,0,3,0,37,24,45,4,13,0,91,12,0,65,0.009548,normal
1336,30,985,8,7,0,3,2,0,11,18,28,1,14,0,46,5,0,51,0.240819,normal
867,12,660,6,6,0,0,2,0,11,12,20,0,8,0,42,7,2,22,0.00674,normal
5502,137,3976,53,73,4,3,67,6,66,84,92,3,39,5,184,14,2,208,0.61627,ironisch
1241,41,894,15,11,0,2,2,2,20,10,25,0,8,0,66,5,1,33,0.026754,normal
917,11,680,7,5,0,0,8,0,10,17,15,0,10,0,27,5,0,38,0.005817,normal
1461,79,992,21,5,0,0,2,0,15,10,35,4,13,0,75,8,1,41,0.011349,normal
556,12,401,7,1,1,0,2,0,4,5,12,0,4,0,16,6,2,26,0.013029,ironisch
2075,46,1514,15,31,1,2,18,10,22,33,46,0,8,0,74,3,0,71,0.006001,ironisch
130,4,93,1,0,0,2,0,0,2,0,4,0,1,0,7,1,0,4,0.026013,normal
1335,20,1032,8,10,0,0,3,0,12,19,26,1,9,0,51,3,1,49,0.227179,normal
5517,109,4293,40,21,2,1,6,2,54,69,99,5,51,0,244,4,3,175,0.109397,normal
362,10,263,5,5,0,0,0,0,5,6,10,0,3,0,12,1,0,16,0.056751,normal
2131,45,1598,20,8,0,0,2,0,19,25,45,0,23,0,96,5,1,66,0.005781,normal
274,7,200,3,0,0,1,1,0,2,3,5,1,2,0,9,0,0,13,0.001409,ironisch
1085,20,826,15,10,0,0,5,0,12,8,18,0,9,0,48,1,0,34,0.025601,normal
2369,125,1649,20,37,1,0,23,6,27,23,47,2,26,0,115,7,2,72,0.023991,normal
191,4,140,2,1,0,0,2,0,3,5,3,0,2,0,8,0,0,7,0.004915,normal
2120,67,1555,26,16,0,0,16,4,23,26,42,0,13,0,94,3,2,71,0.002317,normal
286,4,202,3,2,0,0,2,2,3,4,7,0,2,0,11,2,1,14,0.053537,ironisch
361,7,258,5,5,0,2,3,2,8,4,6,0,1,0,12,1,0,13,0.010951,normal
182,8,124,3,2,0,1,1,0,5,2,4,1,3,0,9,0,0,5,0.406411,ironisch
398,8,300,6,5,0,0,0,0,4,4,9,0,2,0,11,0,0,18,0.01771,normal
395,10,287,5,3,1,0,0,0,2,3,9,0,3,0,19,1,0,19,0.103788,ironisch
975,51,703,13,2,0,0,1,0,7,11,13,1,8,0,48,3,0,44,0.168167,normal
776,20,587,7,4,0,0,5,0,13,8,14,0,2,0,39,0,1,25,0.021601,ironisch
1642,86,1106,36,18,1,3,9,0,20,9,32,2,12,0,75,6,0,56,0.385089,ironisch
584,21,417,8,2,0,0,1,0,7,5,12,0,9,0,28,0,0,19,0.002604,normal
330,5,253,5,1,0,0,1,0,9,3,3,0,4,0,18,1,1,7,0.00488,normal
2183,148,1518,17,11,0,2,5,2,23,34,42,4,14,0,90,12,1,71,0.005816,normal
278,5,208,4,1,0,0,0,0,4,7,6,0,2,0,9,0,0,12,0.015462,normal
610,11,463,6,3,1,0,4,2,12,7,13,0,2,0,21,2,0,19,0.0383,ironisch
607,7,450,7,8,0,0,6,2,14,6,11,0,3,0,23,0,0,22,0.009002,normal
2714,67,2025,27,25,1,0,16,10,45,16,62,1,12,0,139,8,0,68,0.037049,normal
1449,35,1070,15,16,0,0,11,6,20,24,18,0,16,0,57,1,1,50,0.006178,normal
599,68,339,7,3,0,29,1,0,3,4,14,0,3,0,31,0,0,18,0.024253,normal
1419,65,1023,16,8,0,1,6,2,26,13,20,2,17,0,70,3,1,36,0.008599,normal
89,2,67,2,0,0,0,0,0,2,1,3,0,1,0,3,0,0,1,0.014157,normal
1417,69,1015,12,9,2,1,8,4,15,14,30,0,5,0,67,3,0,50,0.015332,normal
7024,126,5453,47,46,0,0,16,6,128,77,147,3,32,0,313,24,6,166,0.000077,normal
2248,57,1636,22,20,0,2,22,2,33,30,24,1,16,0,97,2,2,72,0.018672,normal
659,12,491,8,7,0,0,0,0,3,9,14,0,4,0,27,2,0,24,0.005776,ironisch
812,24,583,8,13,0,0,2,0,15,6,14,0,9,0,41,1,1,29,0.143779,normal
601,16,440,5,3,0,1,3,0,8,8,18,0,3,0,23,0,2,26,0.021513,normal
206,11,139,0,0,2,1,4,2,3,2,2,0,2,0,5,1,0,11,0.042661,ironisch
667,20,522,5,3,0,0,1,0,11,5,11,0,0,0,34,2,0,16,0.012649,normal
904,29,645,8,8,0,0,10,4,17,14,11,0,9,0,31,0,0,34,0.357167,normal
691,8,517,13,4,0,1,3,0,15,6,14,2,4,0,27,0,0,21,0.378767,ironisch
772,43,522,7,9,3,8,4,2,3,5,13,0,5,1,40,1,1,25,0.123939,ironisch
549,12,408,4,8,0,1,4,2,12,11,8,0,5,0,23,1,0,12,0.002836,normal
3646,96,2590,65,20,4,0,34,4,33,55,77,1,18,6,131,9,0,144,0.082527,ironisch
1083,29,816,7,12,1,0,5,0,6,6,16,1,8,0,59,1,0,36,0.070463,ironisch
696,25,493,6,3,0,4,9,4,8,8,18,0,5,0,28,0,0,30,0.012415,ironisch
5924,138,4461,52,5,1,0,24,0,75,85,119,7,54,0,226,14,1,235,0.000727,normal
1241,26,914,6,17,1,3,10,0,26,17,20,1,8,0,45,1,0,43,0.014151,normal
645,19,467,9,3,0,2,5,0,6,1,16,2,3,0,32,0,0,27,0.834698,ironisch
128,5,90,2,1,0,0,1,0,1,4,3,0,0,0,4,0,1,5,0.057804,normal
1664,22,1279,17,8,0,1,4,0,19,19,37,0,9,0,76,3,0,52,0.01911,normal
1245,48,898,12,11,2,0,6,0,18,17,17,1,8,3,55,5,1,47,0.020455,ironisch
2302,70,1619,24,11,0,0,25,12,47,27,47,5,18,0,88,19,6,82,0.001983,normal
808,35,587,9,5,0,0,1,0,9,17,12,1,7,0,27,1,0,33,0.042218,normal
143,3,99,2,1,0,0,0,0,2,2,3,0,1,0,4,0,0,8,0.005775,normal
2937,64,2239,33,19,1,0,13,6,66,19,49,1,20,0,139,5,1,78,0.059415,normal
3402,46,2583,27,24,1,11,9,2,51,39,60,2,37,1,145,6,2,103,0.004056,normal
637,22,456,8,4,0,0,1,0,7,5,13,0,8,0,32,0,0,27,0.017793,normal
684,15,504,8,7,0,2,3,0,5,12,16,0,2,0,23,2,0,23,0.027534,normal
1045,43,740,12,6,0,3,10,2,8,15,19,0,3,1,42,0,0,37,0.651699,ironisch
276,10,203,4,1,0,0,0,0,3,2,7,0,2,0,15,0,0,9,0.080022,normal
133,3,94,1,2,0,1,1,0,2,2,3,0,2,0,7,1,0,2,0.023995,normal
2811,35,2156,29,16,3,0,11,10,31,31,47,2,15,0,129,4,0,91,0.081537,ironisch
1257,48,900,16,7,0,0,4,0,18,22,30,1,6,0,52,2,0,49,0.025702,normal
472,19,344,5,6,0,3,0,0,8,2,11,0,2,0,27,0,0,11,0.009312,ironisch
163,2,124,2,1,0,0,0,0,3,6,2,1,3,0,9,0,0,3,0.046089,normal
296,1,227,1,3,0,0,0,0,3,4,3,0,4,0,17,1,0,12,0.027509,normal
2103,120,1460,85,10,2,1,6,2,30,22,34,4,12,0,132,3,1,50,0.008421,ironisch
1380,42,995,12,14,0,0,11,4,22,16,27,1,12,0,62,2,0,52,0.003743,normal
917,25,667,14,10,0,1,1,0,13,5,18,2,4,0,49,2,0,26,0.149923,ironisch
1885,62,1384,14,10,1,1,9,2,29,25,33,1,7,1,95,7,0,49,0.068585,ironisch
1063,37,756,14,7,0,0,6,0,16,8,27,1,8,0,46,4,1,36,0.010159,normal
2561,32,1966,15,38,1,0,9,4,49,25,50,1,15,0,115,2,2,59,0.064268,normal
441,10,322,6,5,0,0,1,0,5,6,10,0,0,0,21,5,0,13,0.155027,normal
1015,23,719,24,8,1,0,8,0,18,11,27,1,9,1,43,4,0,41,0.146931,ironisch
857,42,589,10,4,0,5,4,0,11,8,17,0,6,0,40,3,0,33,0.257274,normal
2470,48,1877,24,43,0,0,1,0,42,27,47,1,12,0,111,3,1,68,0.007821,normal
2458,89,1792,17,1,2,2,9,4,28,28,53,3,23,0,124,7,1,87,0.00243,normal
1066,20,754,21,15,1,3,4,0,13,17,20,0,9,0,36,1,0,50,0.03214,ironisch
522,17,393,5,2,0,0,2,0,8,8,12,0,3,0,25,0,0,14,0.02739,normal
570,8,432,4,2,0,0,1,0,8,8,13,0,7,0,20,1,0,22,0.042793,normal
617,0,467,8,3,0,1,4,2,12,8,17,0,5,0,26,3,0,23,0.018973,ironisch
232,5,168,5,1,0,0,1,0,2,4,5,0,2,0,8,1,0,11,0.108336,normal
6249,196,4593,54,58,3,0,20,6,79,74,138,5,50,1,293,4,0,171,0.281093,ironisch
152,2,109,3,0,0,0,2,0,2,4,1,0,0,0,5,2,0,6,0.026974,normal
511,4,415,4,3,0,0,1,0,11,3,8,0,4,0,21,0,0,13,0.003063,normal
1111,24,826,14,9,1,1,7,4,17,8,19,0,4,0,53,2,1,35,0.010569,ironisch
